Parent_name,Gram_stain,Motility,Cell_shape,Culture_temperature_range,Oxygen_tolerance,Spore_formation,Biosafety_level
Chryseobacterium echinoideorum,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium elymi,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium endophyticum,negative,no,rod,NA,NA,NA,NA
Chryseobacterium fistulae,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium flavum,negative,no,rod,mesophilic,NA,no,BSL-1
Chryseobacterium formosense,NA,NA,NA,mesophilic,NA,NA,BSL-1
Chryseobacterium frigidisoli,negative,no,rod,psychrophilic,NA,no,BSL-1
Chryseobacterium frigidum,negative,no,rod,NA,NA,no,BSL-1
Chryseobacterium gallinarum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Chryseobacterium gambrini,negative,no,rod,mesophilic,NA,no,BSL-1
Chryseobacterium geocarposphaerae,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium ginsengisoli,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium ginsengiterrae,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium ginsenosidimutans,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium glaciei,negative,no,rod,NA,NA,no,NA
Chryseobacterium gleum,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium gregarium,negative,no,rod,NA,NA,no,BSL-1
Chryseobacterium gwangjuense,negative,no,rod,NA,NA,NA,NA
Chryseobacterium hagamense,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium haifense,negative,no,rod,mesophilic,NA,NA,BSL-1
Chryseobacterium halperniae,negative,no,rod,mesophilic,NA,NA,BSL-1
Chryseobacterium hispalense,negative,no,rod,mesophilic,NA,no,BSL-1
Chryseobacterium hispanicum,negative,no,rod,NA,NA,no,NA
Chryseobacterium hominis,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium humi,negative,no,rod,mesophilic,NA,NA,BSL-1
Chryseobacterium hungaricum,negative,no,rod,mesophilic,NA,no,BSL-1
Chryseobacterium indologenes,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium indoltheticum,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium jejuense,negative,no,rod,mesophilic,NA,NA,BSL-1
Chryseobacterium jeonii,negative,NA,NA,psychrophilic,NA,NA,BSL-1
Chryseobacterium joostei,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium koreense,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium kwangjuense,negative,no,rod,NA,NA,no,NA
Chryseobacterium lactis,negative,no,NA,NA,NA,NA,NA
Chryseobacterium lacus,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium lathyri,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium lecithinasegens,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium limigenitum,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium lineare,negative,no,rod,psychrophilic,NA,no,NA
Chryseobacterium luteum,negative,no,rod,NA,NA,no,BSL-1
Chryseobacterium marinum,negative,no,rod,NA,NA,NA,NA
Chryseobacterium massiliense,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium massiliensis,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium molle,negative,no,rod,mesophilic,NA,no,BSL-1
Chryseobacterium montanum,negative,no,rod,NA,NA,no,NA
Chryseobacterium mulctrae,negative,no,NA,mesophilic,NA,no,NA
Chryseobacterium nakagawai,negative,no,NA,NA,NA,NA,NA
Chryseobacterium nepalense,negative,no,rod,NA,NA,no,NA
Chryseobacterium oleae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Chryseobacterium oncorhynchi,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium oranimense,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium oryzae,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium pallidum,negative,no,rod,mesophilic,NA,no,BSL-1
Chryseobacterium palustre,negative,no,rod,mesophilic,NA,NA,BSL-1
Chryseobacterium panacisoli,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium pennae,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium pennipullorum,negative,no,rod,mesophilic,NA,no,NA
Chryseobacterium phosphatilyticum,negative,no,rod,mesophilic,NA,NA,NA
Chryseobacterium piperi,negative,NA,NA,mesophilic,NA,NA,BSL-1
Chryseobacterium piscicola,negative,no,rod,psychrophilic,NA,NA,BSL-1
Chryseobacterium piscium,negative,NA,rod,mesophilic,NA,no,BSL-1
Chryseobacterium polytrichastri,NA,NA,NA,mesophilic,NA,NA,BSL-1
Chryseobacterium populi,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium potabilaquae,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium profundimaris,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium psychrotolerans,NA,NA,NA,NA,NA,NA,BSL-1
Chryseobacterium reticulitermitis,negative,no,rod,mesophilic,NA,no,NA
Chryseobacterium rhizoplanae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Chryseobacterium rhizosphaerae,NA,no,NA,mesophilic,NA,no,NA
Chryseobacterium rigui,negative,no,rod,NA,NA,no,NA
Chryseobacterium salipaludis,negative,no,rod,NA,NA,NA,NA
Chryseobacterium salivictor,negative,no,rod,mesophilic,NA,NA,NA
Chryseobacterium schmidteae,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium scophthalmum,NA,NA,NA,mesophilic,NA,NA,BSL-2
Chryseobacterium sediminis,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium shandongense,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium shigense,negative,no,rod,mesophilic,NA,NA,BSL-1
Chryseobacterium solani,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium soldanellicola,negative,NA,rod,mesophilic,NA,no,BSL-1
Chryseobacterium soli,negative,no,rod,mesophilic,NA,NA,BSL-1
Chryseobacterium solincola,negative,no,ovoid,mesophilic,NA,no,BSL-1
Chryseobacterium subflavum,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium suipulveris,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium taeanense,negative,NA,rod,mesophilic,NA,no,BSL-1
Chryseobacterium taichungense,negative,no,rod,mesophilic,NA,no,BSL-1
Chryseobacterium taihuense,negative,no,rod,NA,NA,no,NA
Chryseobacterium taiwanense,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium takakiae,NA,NA,NA,NA,NA,NA,BSL-1
Chryseobacterium taklimakanense,NA,NA,NA,NA,NA,NA,NA
Chryseobacterium tenax,negative,no,rod,psychrophilic,NA,no,BSL-1
Chryseobacterium timonense,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium treverense,negative,no,rod,mesophilic,NA,no,BSL-1
Chryseobacterium tructae,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium ureilyticum,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium vaccae,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium vietnamense,negative,no,rod,NA,NA,no,NA
Chryseobacterium viscerum,negative,no,rod,NA,NA,no,NA
Chryseobacterium vrystaatense,negative,no,NA,mesophilic,NA,NA,BSL-1
Chryseobacterium wanjuense,negative,no,rod,mesophilic,NA,no,BSL-1
Chryseobacterium xinjiangense,NA,NA,NA,NA,NA,NA,BSL-1
Chryseobacterium yeoncheonense,NA,NA,NA,mesophilic,NA,NA,NA
Chryseobacterium yonginense,NA,NA,NA,NA,NA,NA,BSL-1
Chryseobacterium zeae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Chryseobacterium zhengzhouense,NA,NA,NA,mesophilic,NA,NA,NA
Chryseoglobus indicus,NA,NA,NA,mesophilic,NA,NA,NA
Chryseolinea flava,negative,yes,rod,mesophilic,NA,NA,NA
Chryseolinea serpens,negative,yes,rod,mesophilic,NA,no,BSL-1
Chryseomicrobium amylolyticum,positive,yes,rod,NA,NA,no,BSL-1
Chryseomicrobium aureum,NA,NA,NA,mesophilic,NA,NA,NA
Chryseomicrobium deserti,positive,no,rod,NA,NA,NA,NA
Chryseomicrobium excrementi,positive,no,rod,NA,NA,yes,NA
Chryseomicrobium imtechense,NA,NA,NA,mesophilic,NA,NA,NA
Chryseomicrobium palamuruense,positive,yes,rod,mesophilic,NA,no,NA
Chryseomonas asuensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Chryseomonas duriflava,negative,no,rod,mesophilic,NA,no,BSL-1
Chryseomonas luteola,NA,NA,NA,mesophilic,NA,NA,NA
Chryseotalea sanaruensis,negative,no,rod,mesophilic,NA,no,NA
Chrysiogenes arsenatis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Chthoniobacter flavus,negative,no,NA,mesophilic,NA,NA,NA
Chthonobacter albigriseus,negative,no,rod,NA,NA,NA,NA
Chthonobacter rhizosphaerae,NA,NA,NA,NA,NA,NA,NA
Chthonomonas calidirosea,negative,yes,rod,thermophilic,NA,no,BSL-1
Chujaibacter soli,NA,NA,NA,mesophilic,NA,NA,BSL-1
Chungangia koreensis,positive,yes,rod,mesophilic,NA,no,NA
Chungangia songklaensis,NA,NA,NA,mesophilic,NA,NA,NA
Ciceribacter azotifigens,negative,yes,rod,mesophilic,NA,NA,NA
Ciceribacter lividus,negative,yes,rod,mesophilic,NA,NA,BSL-1
Ciceribacter thiooxidans,negative,yes,rod,NA,NA,no,NA
Citreicoccus inhibens,NA,NA,NA,NA,NA,NA,NA
Citreimonas salinaria,NA,NA,NA,mesophilic,NA,NA,BSL-1
Citreitalea marina,NA,NA,NA,NA,NA,NA,BSL-1
Citricoccus alkalitolerans,NA,NA,NA,mesophilic,NA,NA,NA
Citricoccus lacusdiani,NA,NA,NA,mesophilic,NA,NA,NA
Citricoccus muralis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Citricoccus nitrophenolicus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Citricoccus parietis,positive,NA,coccus,mesophilic,NA,NA,BSL-1
Citricoccus zhacaiensis,positive,no,ovoid,mesophilic,NA,no,BSL-1
Citrimicrobium luteum,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter amalonaticus,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter bitternis,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter braakii,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter cronae,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter europaeus,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter farmeri,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter freundii,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter gillenii,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter koseri,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter murliniae,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter pasteurii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Citrobacter portucalensis,negative,yes,rod,NA,NA,no,BSL-1
Citrobacter rodentium,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter sedlakii,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter telavivensis,NA,NA,NA,NA,NA,NA,NA
Citrobacter werkmanii,NA,NA,NA,mesophilic,NA,NA,NA
Citrobacter youngae,NA,NA,NA,mesophilic,NA,NA,NA
Citroniella saccharovorans,positive,no,coccus,mesophilic,NA,no,NA
Clavibacter capsici,positive,NA,NA,mesophilic,NA,NA,NA
Clavibacter insidiosus,NA,NA,NA,mesophilic,NA,NA,NA
Clavibacter michiganensis,NA,NA,NA,mesophilic,NA,NA,NA
Clavibacter nebraskensis,NA,NA,NA,NA,NA,NA,NA
Clavibacter phaseoli,NA,NA,NA,NA,NA,NA,BSL-1
Clavibacter sepedonicus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clavibacter tessellarius,NA,NA,NA,NA,NA,NA,NA
Clavisporangium rectum,NA,NA,NA,mesophilic,NA,NA,NA
Cloacibacillus evryensis,negative,no,rod,mesophilic,NA,no,BSL-1
Cloacibacillus porcorum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Cloacibacterium caeni,NA,NA,NA,mesophilic,NA,NA,NA
Cloacibacterium haliotis,NA,NA,NA,mesophilic,NA,NA,NA
Cloacibacterium normanense,negative,no,rod,mesophilic,NA,no,BSL-1
Cloacibacterium rupense,negative,yes,rod,NA,NA,no,NA
Clostridiisalibacter paucivorans,positive,yes,rod,thermophilic,NA,yes,BSL-1
Clostridioides difficile,NA,NA,NA,mesophilic,NA,NA,BSL-2
Clostridioides mangenotii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium aceticum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium acetireducens,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium acetobutylicum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium acidisoli,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium aciditolerans,positive,yes,rod,mesophilic,NA,yes,BSL-1
Clostridium aestuarii,negative,yes,rod,mesophilic,NA,yes,BSL-1
Clostridium akagii,NA,NA,NA,NA,NA,NA,NA
Clostridium algidicarnis,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Clostridium algifaecis,NA,NA,rod,mesophilic,NA,NA,BSL-1
Clostridium algoriphilum,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Clostridium alkalicellulosi,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium amazonense,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium aminophilum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium ammoniilyticum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium amylolyticum,positive,yes,rod,mesophilic,NA,yes,BSL-1
Clostridium arbusti,NA,yes,rod,mesophilic,NA,NA,BSL-1
Clostridium argentinense,NA,NA,NA,NA,NA,NA,NA
Clostridium aurantibutyricum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium autoethanogenum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium baratii,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium beihaiense,positive,NA,rod,mesophilic,NA,yes,NA
Clostridium beijerinckii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium boliviensis,NA,NA,NA,NA,NA,NA,NA
Clostridium bornimense,NA,NA,rod,mesophilic,NA,NA,BSL-1
Clostridium botulinum,NA,NA,NA,NA,NA,NA,NA
Clostridium bovifaecis,positive,yes,rod,mesophilic,NA,yes,NA
Clostridium bowmanii,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Clostridium budayi,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium butyricum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium cadaveris,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium carboxidivorans,positive,yes,rod,mesophilic,NA,yes,BSL-1
Clostridium carnis,NA,NA,NA,mesophilic,NA,NA,BSL-2
Clostridium cavendishii,positive,NA,rod,mesophilic,NA,yes,BSL-1
Clostridium celatum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium cellulosi,NA,NA,NA,NA,NA,NA,BSL-1
Clostridium cellulovorans,negative,no,NA,mesophilic,NA,yes,BSL-1
Clostridium chartatabidum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium chauvoei,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium chromiireducens,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium chrysemydis,NA,NA,NA,NA,NA,NA,NA
Clostridium cochlearium,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium cocleatum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium colicanis,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium colinum,NA,NA,NA,mesophilic,NA,NA,BSL-2
Clostridium collagenovorans,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium combesii,NA,NA,NA,mesophilic,NA,NA,BSL-2
Clostridium composti,positive,yes,rod,mesophilic,NA,yes,NA
Clostridium cylindrosporum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium dakarense,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium disporicum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium drakei,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium estertheticum,NA,NA,NA,NA,NA,NA,NA
Clostridium facile,NA,NA,NA,NA,NA,NA,NA
Clostridium fallax,NA,NA,NA,mesophilic,NA,NA,BSL-2
Clostridium felsineum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium fermenticellae,positive,no,rod,mesophilic,NA,yes,NA
Clostridium fervidum,NA,NA,rod,thermophilic,NA,NA,BSL-1
Clostridium fessum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium fimetarium,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Clostridium formicaceticum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium frigidicarnis,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium frigoris,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Clostridium fungisolvens,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium gallinarum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium ganghwense,negative,yes,rod,mesophilic,NA,no,BSL-1
Clostridium gasigenes,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Clostridium gelidum,NA,NA,NA,psychrophilic,NA,NA,NA
Clostridium geopurificans,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium grantii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium guangxiense,positive,yes,rod,NA,NA,yes,NA
Clostridium haemolyticum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium herbivorans,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium hominis,NA,NA,NA,NA,NA,NA,NA
Clostridium homopropionicum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium huakuii,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium hveragerdense,NA,NA,NA,thermophilic,NA,NA,NA
Clostridium hydrogeniformans,positive,yes,rod,mesophilic,NA,yes,BSL-1
Clostridium hylemonae,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium ihumii,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium indicum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium innocuum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium intestinale,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium isatidis,NA,NA,NA,NA,NA,NA,NA
Clostridium jeddahense,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium kluyveri,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium kogasense,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium lacusfryxellense,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Clostridium laramiense,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Clostridium lentum,NA,NA,NA,NA,NA,NA,NA
Clostridium leptum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium liquoris,positive,no,rod,NA,NA,yes,BSL-1
Clostridium ljungdahlii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium lundense,positive,no,rod,mesophilic,NA,yes,BSL-1
Clostridium luticellarii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium magnum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium malenominatum,NA,NA,NA,mesophilic,NA,NA,BSL-2
Clostridium manihotivorum,NA,NA,NA,NA,NA,NA,NA
Clostridium massiliamazoniense,positive,no,rod,NA,NA,yes,NA
Clostridium massiliodielmoense,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium merdae,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium methoxybenzovorans,NA,NA,NA,NA,NA,NA,BSL-1
Clostridium methylpentosum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium mobile,NA,NA,NA,NA,NA,NA,NA
Clostridium moniliforme,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium mucosae,NA,NA,rod,mesophilic,NA,yes,NA
Clostridium muellerianum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium neonatale,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium nexile,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium nitritogenes,NA,NA,NA,mesophilic,NA,NA,BSL-2
Clostridium nitrophenolicum,positive,yes,rod,NA,NA,yes,BSL-1
Clostridium novel,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium novyi,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium oceanicum,NA,NA,NA,NA,NA,NA,NA
Clostridium oryzae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium paradoxum,NA,NA,NA,thermophilic,NA,NA,BSL-1
Clostridium paraputrificum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium pascui,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium pasteurianum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium peptidivorans,NA,NA,NA,NA,NA,NA,BSL-1
Clostridium perfringens,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium phytofermentans,negative,yes,rod,mesophilic,NA,yes,BSL-1
Clostridium polyendosporum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium polynesiense,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium polysaccharolyticum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium populeti,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium porci,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium prolinivorans,NA,NA,NA,NA,NA,NA,NA
Clostridium psychrophilum,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Clostridium punense,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium puniceum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium putrefaciens,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium putrificum,NA,NA,NA,mesophilic,NA,NA,BSL-2
Clostridium quinii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium ragsdalei,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium ramosum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium roseum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium saccharobutylicum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium saccharogumia,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium saccharoperbutylacetonicum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium sardiniense,NA,NA,NA,mesophilic,NA,NA,BSL-2
Clostridium sartagoforme,NA,NA,NA,NA,NA,NA,NA
Clostridium saudiense,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium scatologenes,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium schirmacherense,positive,yes,rod,psychrophilic,NA,yes,BSL-1
Clostridium scindens,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium senegalense,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium septicum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium simiarum,NA,NA,NA,NA,NA,NA,NA
Clostridium spiroforme,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium sporogenes,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium sporosphaeroides,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium subterminale,NA,NA,NA,mesophilic,NA,NA,BSL-2
Clostridium sulfatireducens,NA,NA,NA,NA,NA,NA,NA
Clostridium sulfidigenes,positive,yes,rod,mesophilic,NA,yes,BSL-1
Clostridium swellfunianum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium symbiosum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium tagluense,positive,yes,rod,psychrophilic,NA,yes,BSL-1
Clostridium tarantellae,NA,no,rod,mesophilic,NA,NA,BSL-2
Clostridium tepidiprofundi,NA,NA,rod,thermophilic,NA,yes,BSL-1
Clostridium tepidum,NA,NA,NA,thermophilic,NA,NA,BSL-1
Clostridium tertium,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium tetani,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium tetanomorphum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium thailandense,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium thermarum,NA,NA,NA,thermophilic,NA,NA,NA
Clostridium thermoalcaliphilum,NA,NA,NA,thermophilic,NA,NA,BSL-1
Clostridium thermobutyricum,NA,NA,NA,thermophilic,NA,NA,BSL-1
Clostridium thermoislandicum,NA,NA,NA,thermophilic,NA,NA,NA
Clostridium thermopalmarium,NA,NA,NA,thermophilic,NA,NA,BSL-1
Clostridium thermosuccinogenes,NA,NA,NA,thermophilic,NA,NA,BSL-1
Clostridium thiosulfatireducens,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium tunisiense,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium tyrobutyricum,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium uliginosum,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Clostridium uzonii,NA,NA,NA,thermophilic,NA,NA,NA
Clostridium vincentii,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Clostridium viride,NA,NA,NA,mesophilic,NA,NA,BSL-1
Clostridium vitabionis,NA,NA,NA,NA,NA,NA,NA
Clostridium vulturis,NA,NA,NA,mesophilic,NA,NA,NA
Clostridium weizhouense,NA,NA,NA,NA,NA,NA,NA
Clostridium zeae,NA,NA,NA,mesophilic,NA,NA,NA
Cnuella takakiae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Cnuibacter physcomitrellae,positive,no,rod,NA,NA,no,BSL-1
Cobetia amphilecti,negative,yes,rod,NA,NA,NA,NA
Cobetia crustatorum,negative,yes,rod,NA,NA,NA,NA
Cobetia litoralis,NA,NA,NA,NA,NA,NA,NA
Cobetia marina,NA,NA,NA,mesophilic,NA,NA,NA
Cobetia pacifica,NA,NA,NA,NA,NA,NA,NA
Cochleicola gelatinilyticus,NA,NA,NA,mesophilic,NA,NA,NA
Cochlodiniinecator piscidefendens,NA,NA,NA,NA,NA,NA,NA
Cocleimonas flava,negative,no,rod,mesophilic,NA,NA,BSL-1
Coenonia anatina,NA,NA,NA,NA,NA,NA,NA
Coetzeea brasiliensis,negative,yes,rod,mesophilic,NA,NA,NA
Cognatazoarcus halotolerans,NA,NA,NA,NA,NA,NA,NA
Cognatishimia activa,NA,NA,NA,NA,NA,NA,NA
Cognatishimia maritima,negative,yes,rod,mesophilic,NA,NA,BSL-1
Cognatiyoonia koreensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Cognatiyoonia sediminum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Cohaesibacter celericrescens,NA,NA,NA,NA,NA,NA,NA
Cohaesibacter gelatinilyticus,negative,yes,rod,mesophilic,NA,NA,BSL-1
Cohaesibacter haloalkalitolerans,negative,yes,rod,NA,NA,NA,NA
Cohaesibacter intestini,negative,no,rod,NA,NA,NA,NA
Cohaesibacter marisflavi,negative,yes,rod,NA,NA,NA,NA
Cohnella arctica,negative,yes,rod,mesophilic,NA,yes,BSL-1
Cohnella boryungensis,NA,yes,rod,mesophilic,NA,yes,BSL-1
Cohnella candidum,NA,NA,NA,mesophilic,NA,NA,NA
Cohnella capsici,NA,NA,NA,mesophilic,NA,NA,NA
Cohnella cellulosilytica,positive,yes,rod,mesophilic,NA,yes,BSL-1
Cohnella collisoli,NA,NA,NA,NA,NA,NA,BSL-1
