Species,anthropic/claude-3-sonnet,anthropic/claude-sonnet-4,deepseek/deepseek-chat-v3-0324,deepseek/deepseek-r1-0528,google/gemini-2.5-flash,google/gemini-2.5-flash-lite,google/gemma-3-27b-it,meta-llama/llama-3.3-70b-instruct,mistralai/mistral-nemo,moonshotai/kimi-k2,openai/gpt-4,openai/gpt-4.1,openai/gpt-4.1-nano,openai/gpt-4o,openai/gpt-4o-mini,openai/gpt-5,openai/gpt-5-nano,openai/gpt-oss-120b,openai/gpt-oss-20b,openai/o4-mini,perplexity/sonar-reasoning-pro,x-ai/grok-3-mini
Brucella ceti,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Limited,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Moderate,Extensive,Extensive,Moderate,Moderate,Moderate
Streptomyces glaucescens,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Moderate,Moderate,Extensive,Moderate,NA,Moderate,Moderate,Moderate,Limited,Extensive
Corynebacterium efficiens,Moderate,Moderate,Moderate,Moderate,NA,Moderate,Moderate,Moderate,Extensive,Extensive,Moderate,No Result,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate
Mycobacterium szulgai,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Extensive,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Limited,Moderate
Pseudomonas fulva,Moderate,Limited,Moderate,Moderate,Limited,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,No Result,Moderate,Moderate,Moderate,Moderate,NA,Limited,Limited,Moderate,Limited,Moderate
Leptospira kirschneri,Moderate,Moderate,Moderate,Extensive,Extensive,Moderate,Moderate,Moderate,Extensive,Extensive,NA,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Staphylococcus auricularis,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive,Limited,Moderate,Moderate,No Result,Extensive,Moderate,Extensive,Limited,Moderate,Moderate,Limited,Moderate,Limited,Moderate
Mycobacterium genavense,Limited,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Extensive,Limited,Extensive,Limited,No Result,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Extensive
Brevibacillus borstelensis,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,NA,No Result,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate
Dickeya chrysanthemi,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Streptococcus cristatus,Extensive,Moderate,Moderate,Extensive,Moderate,Limited,Moderate,Extensive,Moderate,Moderate,NA,No Result,Extensive,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
Enterobacter bugandensis,Limited,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Limited,Moderate,Moderate,Moderate,No Result,Extensive,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate
Clostridium carboxidivorans,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,No Result,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Limited,Limited,Limited,Moderate
Corynebacterium renale,Moderate,Moderate,Moderate,Moderate,Extensive,Extensive,Moderate,Moderate,Limited,Moderate,Moderate,No Result,Extensive,Moderate,Extensive,Moderate,Moderate,Moderate,Limited,Moderate,Limited,Moderate
Streptomyces violaceoruber,Moderate,Moderate,Extensive,Extensive,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Moderate,Extensive,Moderate,Limited,Moderate,Moderate,Extensive,Limited,Extensive
Parabacteroides merdae,Moderate,Moderate,Moderate,Extensive,Limited,Extensive,Extensive,Moderate,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Extensive,Moderate,Extensive
Knoellia sinensis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,NA,Limited
Clostridium haemolyticum,Moderate,Moderate,Moderate,Moderate,NA,Moderate,Moderate,Extensive,Extensive,Moderate,Limited,No Result,Extensive,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,Limited,Moderate
Pseudomonas simiae,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,No Result,Moderate,Moderate,Moderate,Extensive,Limited,Limited,Limited,Moderate,Limited,Moderate
Neisseria flavescens,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,NA,No Result,Extensive,Moderate,Extensive,Moderate,Limited,Moderate,Limited,Moderate,Limited,Moderate
Corynebacterium tuberculostearicum,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate,Limited,Limited,Moderate,Limited,No Result,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive,Limited,Moderate,Limited
Aeromonas media,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,No Result,Moderate,Moderate,Moderate,Extensive,Limited,Limited,Limited,Moderate,Limited,Moderate
Serratia symbiotica,Moderate,Moderate,Moderate,Moderate,Extensive,Extensive,Moderate,Moderate,Moderate,Extensive,Limited,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Moderate,Moderate,Limited,Moderate
[Mycoplasma] mobile,Extensive,Moderate,Moderate,Moderate,NA,NA,Extensive,Extensive,Extensive,Moderate,Moderate,No Result,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Limited,Moderate
Rhodococcus pyridinivorans,Moderate,Moderate,Moderate,Extensive,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,No Result,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate
Enterococcus raffinosus,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,NA,No Result,Extensive,Moderate,Moderate,Moderate,NA,Moderate,Moderate,Moderate,Limited,Moderate
Fusobacterium mortiferum,Moderate,Moderate,Moderate,Extensive,Limited,Extensive,Moderate,Moderate,Limited,Moderate,Limited,No Result,Extensive,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Limited,Moderate
Kocuria varians,Moderate,Moderate,Moderate,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Moderate,Limited,Moderate,Moderate,Moderate,Limited,Moderate
Rickettsia aeschlimannii,Moderate,Moderate,Moderate,Moderate,Extensive,Limited,Moderate,Moderate,Limited,Moderate,Moderate,No Result,Extensive,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Limited,Moderate
Bacillus smithii,Moderate,Limited,Moderate,Extensive,NA,NA,Moderate,Limited,Moderate,Moderate,NA,No Result,Extensive,Limited,Moderate,Moderate,NA,Moderate,Limited,Extensive,Moderate,Moderate
Gordonia terrae,Moderate,Limited,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Moderate,Moderate,Moderate,Moderate,Limited,Moderate
Corynebacterium kutscheri,Moderate,Limited,Moderate,Extensive,Limited,Moderate,Moderate,Moderate,Moderate,Extensive,NA,No Result,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Limited,Moderate,Limited,Moderate
Aliivibrio salmonicida,Extensive,Extensive,Moderate,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,Moderate,Extensive
Xanthomonas hortorum,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Moderate,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Moderate,Moderate
Clostridium drakei,Limited,Limited,Moderate,Moderate,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Limited,Moderate,NA,Limited,Limited,Moderate,Limited,Limited
Myxococcus fulvus,Moderate,Moderate,Moderate,Moderate,Limited,Extensive,Extensive,Moderate,Moderate,Extensive,NA,No Result,Extensive,Limited,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate
Pseudomonas synxantha,Moderate,Limited,Moderate,Extensive,Limited,Limited,Moderate,Moderate,Moderate,Moderate,NA,No Result,Extensive,Moderate,Extensive,Extensive,NA,Moderate,Moderate,Moderate,Limited,NA
Microbacterium oxydans,Moderate,Limited,Moderate,Extensive,Moderate,Extensive,Moderate,Moderate,Moderate,Extensive,Limited,No Result,Extensive,Moderate,Extensive,Moderate,NA,Moderate,Limited,Moderate,Moderate,Moderate
Streptomyces violaceusniger,Extensive,Moderate,Moderate,Extensive,Extensive,Extensive,Moderate,Moderate,Extensive,Extensive,NA,No Result,Extensive,Moderate,Extensive,Moderate,Limited,Extensive,Extensive,Extensive,Moderate,Extensive
Staphylococcus gallinarum,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Extensive,Limited,Limited,Limited,No Result,Moderate,Limited,Extensive,Moderate,NA,Moderate,Moderate,Limited,Limited,Moderate
Microbacterium paraoxydans,Moderate,Limited,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Moderate,Moderate,Extensive,Moderate,NA,Moderate,Limited,Moderate,Moderate,Moderate
Serratia entomophila,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Extensive,Moderate,No Result,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
Mycoplasmoides gallisepticum,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,NA,No Result,Extensive,Extensive,Extensive,Extensive,NA,Extensive,NA,Extensive,Extensive,Extensive
Streptomyces griseoflavus,Moderate,Moderate,Moderate,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Limited,NA,No Result,Extensive,Moderate,Extensive,Moderate,NA,Extensive,Moderate,Moderate,Limited,Moderate
Prevotella histicola,Moderate,Moderate,Moderate,Extensive,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate,Extensive,Limited,Moderate
Rickettsia monacensis,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate,NA,No Result,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate
Citrobacter youngae,Moderate,Limited,Moderate,Extensive,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Extensive,Moderate,Moderate,Moderate,Limited,Moderate,Limited,Moderate,Limited,Moderate
Vibrio metschnikovii,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive,Limited,Limited,Moderate,Limited,No Result,Extensive,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Limited,Moderate
Bordetella petrii,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Extensive,Moderate,No Result,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
Paenibacillus dendritiformis,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Extensive,Limited,No Result,Extensive,Moderate,Extensive,Moderate,Moderate,Extensive,Limited,Moderate,Moderate,Moderate
Pseudomonas mandelii,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,No Result,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate,Limited,Moderate
Kluyvera cryocrescens,Moderate,Limited,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Extensive,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Moderate
Streptomyces chromofuscus,Moderate,Moderate,Moderate,Extensive,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,NA,No Result,Moderate,Limited,Extensive,Moderate,Limited,Moderate,Moderate,Extensive,Limited,Moderate
Alistipes finegoldii,Moderate,Moderate,Moderate,Moderate,Extensive,Extensive,Moderate,Moderate,Moderate,Extensive,Limited,No Result,Extensive,Moderate,Extensive,Moderate,Limited,Moderate,Moderate,Moderate,Limited,Moderate
Corynebacterium accolens,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Moderate,Moderate,Extensive,Moderate,Extensive,Limited,Moderate
Streptomyces diastatochromogenes,Moderate,Moderate,Moderate,Extensive,Extensive,Moderate,Extensive,Moderate,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Moderate,Extensive,Extensive,Limited,Moderate,NA,Moderate
Frateuria aurantia,Moderate,Limited,Moderate,Moderate,Limited,Limited,Limited,Moderate,Limited,Moderate,Moderate,No Result,Moderate,Limited,Extensive,Moderate,Limited,Limited,Limited,Moderate,Limited,Moderate
Brevibacillus agri,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Moderate,Limited,Moderate,Limited,NA,Moderate,Limited,Limited,Limited,Moderate
Aeromonas jandaei,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate
Acidiphilium cryptum,Moderate,Limited,Moderate,Extensive,Limited,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,No Result,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
Corynebacterium kroppenstedtii,Moderate,Limited,Moderate,Extensive,Limited,Moderate,Moderate,Limited,Limited,Moderate,Limited,No Result,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,NA,Moderate
Serratia ficaria,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,NA,Moderate,Moderate,Limited,No Result,NA,Limited,Moderate,Moderate,NA,NA,Limited,NA,Moderate,Moderate
Bacteroides cellulosilyticus,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive,Extensive,NA,No Result,Extensive,Moderate,Extensive,Moderate,Moderate,Extensive,Limited,Moderate,Limited,Extensive
Eubacterium ventriosum,Moderate,Limited,Moderate,Extensive,Limited,Moderate,Extensive,Moderate,Limited,Moderate,Moderate,No Result,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Limited,Moderate,Limited,Limited
Kytococcus sedentarius,Limited,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,No Result,Moderate,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Moderate
Pseudomonas fuscovaginae,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Extensive,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
Vibrio proteolyticus,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,NA,No Result,Extensive,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Limited,Moderate
Streptomyces viridosporus,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,No Result,Extensive,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate
Campylobacter showae,Moderate,Limited,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate,No Result,Moderate,Moderate,Limited,Moderate,Limited,Limited,Limited,Moderate,Limited,Moderate
Streptococcus infantis,Extensive,Limited,Moderate,Extensive,Moderate,Limited,Extensive,Extensive,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,Moderate,NA,Moderate,Limited,NA,Limited,Moderate
Streptomyces anulatus,Moderate,Limited,Moderate,Extensive,Limited,Extensive,Moderate,Moderate,Moderate,Extensive,NA,No Result,Extensive,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive
Pseudomonas mosselii,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Extensive,Moderate,No Result,Extensive,Moderate,Moderate,Moderate,Limited,Moderate,Limited,Moderate,Limited,Moderate
Xanthomonas vasicola,Moderate,Moderate,Moderate,Extensive,Extensive,Extensive,Moderate,Moderate,Moderate,Extensive,NA,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Moritella viscosa,Moderate,Moderate,Moderate,Extensive,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,NA,No Result,Extensive,Moderate,Extensive,Moderate,Extensive,Moderate,Limited,Moderate,Moderate,Moderate
Staphylococcus argenteus,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,NA,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Moderate,Moderate,Limited,Moderate
Rhodococcus qingshengii,Moderate,Limited,Moderate,Extensive,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Extensive,Moderate,Moderate,Extensive,Moderate,Extensive,Limited,Moderate,Limited,Moderate
Vibrio tapetis,Moderate,Moderate,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,No Result,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
Methanothermus fervidus,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,No Result,Extensive,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
Pseudoalteromonas atlantica,Moderate,Moderate,Moderate,Moderate,Extensive,Extensive,Moderate,Extensive,Moderate,Extensive,Moderate,No Result,Moderate,Moderate,Extensive,Extensive,Limited,Extensive,Limited,Moderate,Moderate,Moderate
Actinoplanes missouriensis,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive,NA,No Result,Extensive,Moderate,Moderate,Extensive,NA,Moderate,Moderate,Moderate,Limited,Moderate
Streptococcus macedonicus,Limited,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,No Result,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Moderate
Pantoea vagans,Moderate,Moderate,Moderate,Extensive,NA,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,No Result,Moderate,Moderate,Extensive,Extensive,Extensive,Moderate,Moderate,Extensive,Moderate,Moderate
Streptomyces chartreusis,Extensive,Moderate,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Limited,Moderate
Pseudomonas rhodesiae,Moderate,Limited,Moderate,Moderate,NA,Limited,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate
Bibersteinia trehalosi,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Moderate
Burkholderia dolosa,Moderate,Moderate,Moderate,Extensive,NA,Extensive,Moderate,Moderate,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Moderate,Moderate,Extensive,Moderate,Limited,Extensive
Pseudoalteromonas tunicata,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,Moderate,Moderate,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Moderate,Moderate,Moderate,Moderate,Extensive,Limited,Moderate
