Binomial name	NCBI_ID	Motility	Gram staining	Aerophilicity	Extreme environment tolerance	Biofilm formation	Animal pathogenicity	Biosafety level	Health association	Host association	Plant pathogenicity	Spore formation	Hemolysis	Cell shape	Member of WA subset	Superkingdom	Phylum	Class	Order	Family	Genus	Species	FTP path	Fasta file
Streptomonospora halophila	427369	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsaceae	Streptomonospora	Streptomonospora halophila	NA	NA
Methylobacterium platani	427683	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium platani	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/715/GCF_001653715.1_ASM165371v1	GCF_001653715.1_ASM165371v1_genomic.fasta
Tsukamurella inchonensis	42777	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 2	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella inchonensis	NA	NA
Corynebacterium argentoratense	42817	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	TRUE	FALSE	FALSE	gamma	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium argentoratense	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/491/475/GCA_021491475.1_ASM2149147v1	GCA_021491475.1_ASM2149147v1_genomic.fasta
Mammaliicoccus lentus	42858	FALSE	gram stain positive	aerobic	FALSE	NA	TRUE	biosafety level 1	NA	TRUE	FALSE	FALSE	NA	coccus	TRUE	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus lentus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/012/905/GCF_030012905.1_ASM3001290v1	GCF_030012905.1_ASM3001290v1_genomic.fasta
Trichococcus pasteurii	43064	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	coccus	TRUE	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	Trichococcus pasteurii	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/135/GCA_900079135.1_ASM90007913v1	GCA_900079135.1_ASM90007913v1_genomic.fasta
Roseateles aquatilis	431061	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Roseateles	Roseateles aquatilis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/645/GCF_002205645.1_ASM220564v1	GCF_002205645.1_ASM220564v1_genomic.fasta
Mycolicibacterium setense	431269	FALSE	gram stain positive	aerobic	NA	NA	TRUE	biosafety level 2	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium setense	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/236/745/GCA_900236745.1_PRJEB23414	GCA_900236745.1_PRJEB23414_genomic.fasta
Rhizobacter dauci	431677	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	NA	Rhizobacter	Rhizobacter dauci	NA	NA
Sphingobium rhizovicinum	432308	FALSE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium rhizovicinum	NA	NA
Mycolicibacterium peregrinum	43304	FALSE	gram stain positive	aerobic	NA	NA	TRUE	biosafety level 2	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium peregrinum	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/425/GCF_025822425.1_ASM2582242v1	GCF_025822425.1_ASM2582242v1_genomic.fasta
Prauserella rugosa	43354	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Prauserella	Prauserella rugosa	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/829/565/GCF_007829565.1_ASM782956v1	GCF_007829565.1_ASM782956v1_genomic.fasta
Kutzneria albida	43357	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Kutzneria	Kutzneria albida	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/805/GCA_000715805.1_ASM71580v1	GCA_000715805.1_ASM71580v1_genomic.fasta
Kribbella hippodromi	434347	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella hippodromi	NA	NA
Franconibacter pulveris	435910	TRUE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	TRUE	NA	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Franconibacter	Franconibacter pulveris	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/855/GCF_001077855.1_ASM107785v1	GCF_001077855.1_ASM107785v1_genomic.fasta
Novacetimonas hansenii	436	FALSE	gram stain negative	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	NA	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Novacetimonas	Novacetimonas hansenii	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/843/995/GCA_014843995.1_ASM1484399v1	GCA_014843995.1_ASM1484399v1_genomic.fasta
Mesorhizobium mediterraneum	43617	TRUE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium mediterraneum	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/272/285/GCF_030272285.1_ASM3027228v1	GCF_030272285.1_ASM3027228v1_genomic.fasta
Pedococcus aerophilus	436356	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Pedococcus	Pedococcus aerophilus	NA	NA
Pseudoalteromonas undina	43660	TRUE	gram stain negative	aerobic	FALSE	NA	TRUE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas undina	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/275/GCA_000238275.4_Pund_v2.0	GCA_000238275.4_Pund_v2.0_genomic.fasta
Shewanella benthica	43661	TRUE	gram stain negative	facultatively anaerobic	TRUE	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella benthica	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/476/435/GCA_900476435.1_SHEWBE_PRJEB25587v2	GCA_900476435.1_SHEWBE_PRJEB25587v2_genomic.fasta
Glutamicibacter uratoxydans	43667	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter uratoxydans	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/539/925/GCF_006539925.1_ASM653992v1	GCF_006539925.1_ASM653992v1_genomic.fasta
Promicromonospora citrea	43677	FALSE	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	TRUE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Promicromonospora	Promicromonospora citrea	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/647/735/GCA_014647735.1_ASM1464773v1	GCA_014647735.1_ASM1464773v1_genomic.fasta
Streptomyces wedmorensis	43759	FALSE	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	tail	TRUE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces wedmorensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/716/445/GCA_000716445.1_ASM71644v1	GCA_000716445.1_ASM71644v1_genomic.fasta
Corynebacterium amycolatum	43765	FALSE	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 2	NA	FALSE	FALSE	FALSE	NA	NA	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium amycolatum	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/728/725/GCA_016728725.1_ASM1672872v1	GCA_016728725.1_ASM1672872v1_genomic.fasta
Prescottella equi	43767	FALSE	gram stain positive	aerobic	FALSE	NA	TRUE	biosafety level 2	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Prescottella	Prescottella equi	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/013/675/GCF_003013675.1_ASM301367v1	GCF_003013675.1_ASM301367v1_genomic.fasta
Rhodococcus zopfii	43772	FALSE	gram stain positive	aerobic	TRUE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	Rhodococcus zopfii	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/134/735/GCA_022134735.1_ASM2213473v1	GCA_022134735.1_ASM2213473v1_genomic.fasta
Lentzea californiensis	438851	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Lentzea	Lentzea californiensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/648/825/GCF_024648825.1_ASM2464882v1	GCF_024648825.1_ASM2464882v1_genomic.fasta
Bradyrhizobium liaoningense	43992	TRUE	gram stain negative	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium liaoningense	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/130/685/GCA_018130685.1_ASM1813068v1	GCA_018130685.1_ASM1813068v1_genomic.fasta
Enterococcus pseudoavium	44007	FALSE	gram stain positive	aerobic	TRUE	NA	NA	biosafety level 1	NA	TRUE	NA	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus pseudoavium	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/929/185/GCA_031929185.1_ASM3192918v1	GCA_031929185.1_ASM3192918v1_genomic.fasta
Aeromonas bivalvium	440079	TRUE	gram stain negative	aerobic	FALSE	NA	TRUE	biosafety level 1	NA	NA	FALSE	FALSE	gamma	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas bivalvium	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/265/465/GCF_003265465.1_ASM326546v1	GCF_003265465.1_ASM326546v1_genomic.fasta
Mycobacterium conspicuum	44010	FALSE	gram stain positive	aerobic	NA	NA	TRUE	biosafety level 2	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium conspicuum	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/730/195/GCA_010730195.1_ASM1073019v1	GCA_010730195.1_ASM1073019v1_genomic.fasta
Paenibacillus provencensis	441151	TRUE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus provencensis	NA	NA
Rhodobaca barguzinensis	441209	FALSE	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodobaca	Rhodobaca barguzinensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/665/GCF_001870665.2_ASM187066v2	GCF_001870665.2_ASM187066v2_genomic.fasta
Bradyrhizobium iriomotense	441950	TRUE	gram stain negative	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium iriomotense	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/129/405/GCA_018129405.1_ASM1812940v1	GCA_018129405.1_ASM1812940v1_genomic.fasta
Paenibacillus durus	44251	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus durus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/615/GCA_000756615.1_ASM75661v1	GCA_000756615.1_ASM75661v1_genomic.fasta
Xanthomonas perforans	442694	TRUE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	TRUE	TRUE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	Xanthomonas perforans	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/010/245/GCF_028010245.1_ASM2801024v1	GCF_028010245.1_ASM2801024v1_genomic.fasta
Knoellia aerolata	442954	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	coccus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Knoellia	Knoellia aerolata	NA	NA
Chelatococcus daeguensis	444444	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Chelatococcaceae	Chelatococcus	Chelatococcus daeguensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/265/GCF_001887265.1_ASM188726v1	GCF_001887265.1_ASM188726v1_genomic.fasta
Legionella pneumophila	446	TRUE	gram stain negative	aerobic	FALSE	TRUE	TRUE	biosafety level 1	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/085/GCF_001753085.1_ASM175308v1	GCF_001753085.1_ASM175308v1_genomic.fasta
Vibrio celticus	446372	TRUE	gram stain negative	aerobic	FALSE	NA	TRUE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio celticus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/347/335/GCF_024347335.1_ASM2434733v1	GCF_024347335.1_ASM2434733v1_genomic.fasta
Vibrio artabrorum	446374	TRUE	gram stain negative	aerobic	FALSE	NA	TRUE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio artabrorum	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/347/295/GCF_024347295.1_ASM2434729v1	GCF_024347295.1_ASM2434729v1_genomic.fasta
Pelotalea chapellei	44671	TRUE	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Pelotalea	Pelotalea chapellei	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/531/195/GCA_018531195.1_ASM1853119v1	GCA_018531195.1_ASM1853119v1_genomic.fasta
Rhodococcus wratislaviensis	44752	FALSE	gram stain positive	aerobic	TRUE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	NA	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	Rhodococcus wratislaviensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/765/GCF_003851765.1_ASM385176v1	GCF_003851765.1_ASM385176v1_genomic.fasta
Tsukamurella spumae	44753	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella spumae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/396/015/GCA_012396015.1_ASM1239601v1	GCA_012396015.1_ASM1239601v1_genomic.fasta
Halomonas venusta	44935	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Vreelandella	Vreelandella venusta	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/330/625/GCA_023330625.1_ASM2333062v1	GCA_023330625.1_ASM2333062v1_genomic.fasta
Chelativorans oligotrophicus	449974	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Chelativorans	Chelativorans oligotrophicus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/317/505/GCA_011317505.1_ASM1131750v1	GCA_011317505.1_ASM1131750v1_genomic.fasta
Legionella longbeachae	450	TRUE	gram stain negative	aerobic	FALSE	FALSE	TRUE	biosafety level 2	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella longbeachae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/930/685/GCA_019930685.1_ASM1993068v1	GCA_019930685.1_ASM1993068v1_genomic.fasta
Peribacillus frigoritolerans	450367	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus frigoritolerans	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/394/675/GCA_022394675.1_ASM2239467v1	GCA_022394675.1_ASM2239467v1_genomic.fasta
Legionella parisiensis	45071	TRUE	gram stain negative	aerobic	FALSE	NA	TRUE	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella parisiensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/639/925/GCA_900639925.1_Leg_parisiensis_PF-209C-C2.v1	GCA_900639925.1_Leg_parisiensis_PF-209C-C2.v1_genomic.fasta
Catenulispora yoronensis	450799	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Catenulisporales	Catenulisporaceae	Catenulispora	Catenulispora yoronensis	NA	NA
Mycolicibacterium conceptionense	451644	FALSE	gram stain positive	aerobic	NA	NA	TRUE	biosafety level 1	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium conceptionense	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/823/065/GCF_025823065.1_ASM2582306v1	GCF_025823065.1_ASM2582306v1_genomic.fasta
Microbacterium halophilum	451807	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium halophilum	NA	NA
Rhizobium rhizoryzae	451876	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium rhizoryzae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/046/895/GCA_011046895.1_ASM1104689v1	GCA_011046895.1_ASM1104689v1_genomic.fasta
Anoxybacillus mongoliensis	452565	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus mongoliensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/201/515/GCA_014201515.1_ASM1420151v1	GCA_014201515.1_ASM1420151v1_genomic.fasta
Rickettsia aeschlimannii	45262	FALSE	gram stain negative	aerobic	FALSE	NA	TRUE	biosafety level 2	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia aeschlimannii	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/051/325/GCF_001051325.1_Rickettsia_aeschlimannii	GCF_001051325.1_Rickettsia_aeschlimannii_genomic.fasta
Amphritea balenae	452629	TRUE	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Amphritea	Amphritea balenae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/646/975/GCA_014646975.1_ASM1464697v1	GCA_014646975.1_ASM1464697v1_genomic.fasta
Actinomadura bangladeshensis	453573	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura bangladeshensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/348/335/GCF_004348335.1_ASM434833v1	GCF_004348335.1_ASM434833v1_genomic.fasta
Glutamicibacter soli	453836	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter soli	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/903/675/GCF_009903675.1_ASM990367v1	GCF_009903675.1_ASM990367v1_genomic.fasta
Luteimonas aestuarii	453837	FALSE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	Luteimonas aestuarii	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/357/985/GCF_004357985.1_ASM435798v1	GCF_004357985.1_ASM435798v1_genomic.fasta
Streptomyces griseoviridis	45398	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces griseoviridis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/994/395/GCF_003994395.1_ASM399439v1	GCF_003994395.1_ASM399439v1_genomic.fasta
Actinomadura chokoriensis	454156	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura chokoriensis	NA	NA
Maritalea myrionectae	454601	TRUE	gram stain negative	aerobic	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Maritalea	Maritalea myrionectae	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/433/515/GCF_003433515.1_ASM343351v1	GCF_003433515.1_ASM343351v1_genomic.fasta
Brevibacillus borstelensis	45462	TRUE	gram stain positive	aerobic	TRUE	NA	NA	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	NA	TRUE	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus borstelensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/700/025/GCF_036700025.1_ASM3670002v1	GCF_036700025.1_ASM3670002v1_genomic.fasta
Vogesella indigofera	45465	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Vogesella	Vogesella indigofera	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/633/895/GCF_003633895.1_ASM363389v1	GCF_003633895.1_ASM363389v1_genomic.fasta
Micrococcus endophyticus	455343	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	coccus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus endophyticus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/147/525/GCA_023147525.1_ASM2314752v1	GCA_023147525.1_ASM2314752v1_genomic.fasta
