====================================================================================================
CLAUDE-3.5-SONNET BIOSAFETY: FULL COMPARISON
====================================================================================================

Fetching predictions for 'anthropic/claude-3.5-sonnet'...
Fetching ground truth biosafety levels...
Loaded 3741 ground-truth species with biosafety labels.

Building comparison table...
Total ground-truth species compared: 3741
Status counts:
  match: 3252
  mismatch: 456
  missing: 33

Mismatches by ground-truth → predicted:
  BSL-1 → BSL-2: 368
  BSL-2 → BSL-1: 79
  BSL-1 → BSL-3: 6
  BSL-2 → BSL-3: 3

FULL TABLE (species, GT, Claude, status):
Species                                  |   GT    | Claude  |  Status  
Finegoldia magna                         |  BSL-2  |  BSL-2  |   match  
Flavobacterium acidificum                |  BSL-1  |  BSL-1  |   match  
Flavobacterium amniphilum                |  BSL-1  |  BSL-1  |   match  
Flavobacterium aquariorum                |  BSL-1  |  BSL-2  | mismatch 
Flavobacterium aquidurense               |  BSL-1  |  BSL-1  |   match  
Flavobacterium branchiicola              |  BSL-1  |  BSL-2  | mismatch 
Flavobacterium brevivitae                |  BSL-1  |  BSL-1  |   match  
Flavobacterium cerinum                   |  BSL-1  |  BSL-1  |   match  
Flavobacterium chryseum                  |  BSL-1  |  BSL-1  |   match  
Flavobacterium circumlabens              |  BSL-1  |  BSL-1  |   match  
Flavobacterium collinsii                 |  BSL-1  |  BSL-1  |   match  
Flavobacterium columnare                 |  BSL-1  |  BSL-2  | mismatch 
Flavobacterium covae                     |  BSL-1  |  BSL-1  |   match  
Flavobacterium cupreum                   |  BSL-1  |  BSL-1  |   match  
Flavobacterium frigidimaris              |  BSL-1  |  BSL-1  |   match  
Flavobacterium frigoris                  |  BSL-1  |  BSL-1  |   match  
Flavobacterium frigoritolerans           |  BSL-1  |  BSL-1  |   match  
Flavobacterium gawalongense              |  BSL-1  |  BSL-1  |   match  
Flavobacterium glaciei                   |  BSL-1  |  BSL-1  |   match  
Flavobacterium hankyongi                 |  BSL-1  |  BSL-1  |   match  
Flavobacterium hydatis                   |  BSL-1  |  BSL-2  | mismatch 
Flavobacterium inkyongense               |  BSL-1  |  BSL-1  |   match  
Flavobacterium kayseriense               |  BSL-1  |  BSL-1  |   match  
Flavobacterium pectinovorum              |  BSL-1  |  BSL-1  |   match  
Flavobacterium piscis                    |  BSL-1  |  BSL-2  | mismatch 
Flavobacterium plurextorum               |  BSL-1  |  BSL-1  |   match  
Flavobacterium psychrophilum             |  BSL-1  |  BSL-2  | mismatch 
Flavobacterium psychroterrae             |  BSL-1  |  BSL-1  |   match  
Flavobacterium pygoscelis                |  BSL-1  |  BSL-1  |   match  
Flavobacterium ranwuense                 |  BSL-1  |  BSL-1  |   match  
Flavobacterium restrictum                |  BSL-1  |  BSL-1  |   match  
Flavobacterium rhamnosiphilum            |  BSL-1  |  BSL-1  |   match  
Flavobacterium saccharophilum            |  BSL-1  |  BSL-1  |   match  
Flavobacterium saliperosum               |  BSL-1  |  BSL-1  |   match  
Flavobacterium sinopsychrotolerans       |  BSL-1  |  BSL-1  |   match  
Flavobacterium subsaxonicum              |  BSL-1  |  BSL-1  |   match  
Flavobacterium succinicans               |  BSL-1  |  BSL-1  |   match  
Flavobacterium suzhouense                |  BSL-1  |  BSL-1  |   match  
Flavobacterium swingsii                  |  BSL-1  |  BSL-1  |   match  
Flavobacterium tructae                   |  BSL-1  |  BSL-2  | mismatch 
Flavobacterium urumqiense                |  BSL-1  |  BSL-1  |   match  
Flavobacterium xinjiangense              |  BSL-1  |  BSL-1  |   match  
Fluoribacter dumoffii                    |  BSL-2  |  BSL-2  |   match  
Fluoribacter gormanii                    |  BSL-2  |  BSL-2  |   match  
Fontibacillus phaseoli                   |  BSL-1  |  BSL-1  |   match  
Franconibacter pulveris                  |  BSL-1  |  BSL-1  |   match  
Frankia casuarinae                       |  BSL-1  |  BSL-1  |   match  
Frateuria aurantia                       |  BSL-1  |  BSL-1  |   match  
Frateuria defendens                      |  BSL-1  |  BSL-1  |   match  
Frateuria edaphi                         |  BSL-1  |  BSL-1  |   match  
Frateuria flava                          |  BSL-1  |  BSL-1  |   match  
Frateuria soli                           |  BSL-1  |  BSL-1  |   match  
Fructilactobacillus sanfranciscensis     |  BSL-1  |  BSL-1  |   match  
Fulvimonas soli                          |  BSL-1  |  BSL-1  |   match  
Fusobacterium mortiferum                 |  BSL-2  |  BSL-2  |   match  
Fusobacterium necrophorum                |  BSL-2  |  BSL-2  |   match  
Fusobacterium russii                     |  BSL-2  |  BSL-2  |   match  
Fusobacterium ulcerans                   |  BSL-2  |  BSL-2  |   match  
Fusobacterium varium                     |  BSL-2  |  BSL-2  |   match  
Fusobacterium watanabei                  |  BSL-2  |  BSL-2  |   match  
Galactobacter caseinivorans              |  BSL-1  |  BSL-1  |   match  
Galactobacter valiniphilus               |  BSL-1  |  BSL-1  |   match  
Gardnerella vaginalis                    |  BSL-2  |  BSL-2  |   match  
Geobacillus icigianus                    |  BSL-1  |  BSL-1  |   match  
Geobacillus proteiniphilus               |  BSL-1  |  BSL-1  |   match  
Geobacillus stearothermophilus           |  BSL-1  |  BSL-1  |   match  
Geobacillus subterraneus                 |  BSL-1  |  BSL-1  |   match  
Geobacillus thermodenitrificans          |  BSL-1  |  BSL-1  |   match  
Geobacillus thermoleovorans              |  BSL-1  |  BSL-1  |   match  
Geobacillus vulcani                      |  BSL-1  |  BSL-1  |   match  
Gibbsiella dentisursi                    |  BSL-1  |  BSL-2  | mismatch 
Gillisia marina                          |  BSL-1  |  BSL-1  |   match  
Gillisia mitskevichiae                   |  BSL-1  |  BSL-1  |   match  
Glaesserella parasuis                    |  BSL-2  |  BSL-2  |   match  
Gluconacetobacter aggeris                |  BSL-1  |  BSL-1  |   match  
Gluconacetobacter asukensis              |  BSL-1  |  BSL-1  |   match  
Gluconacetobacter dulcium                |  BSL-1  |  BSL-1  |   match  
Gluconacetobacter entanii                |  BSL-1  |  BSL-1  |   match  
Gluconacetobacter liquefaciens           |  BSL-1  |  BSL-1  |   match  
Gluconacetobacter sacchari               |  BSL-1  |  BSL-1  |   match  
Gluconacetobacter takamatsuzukensis      |  BSL-1  |  BSL-1  |   match  
Gluconacetobacter tumulicola             |  BSL-1  |  BSL-1  |   match  
Gluconacetobacter tumulisoli             |  BSL-1  |  BSL-1  |   match  
Gluconobacter aidae                      |  BSL-1  |  BSL-1  |   match  
Gluconobacter albidus                    |  BSL-1  |  BSL-1  |   match  
Gluconobacter cadivus                    |  BSL-1  |  BSL-1  |   match  
Gluconobacter cerevisiae                 |  BSL-1  |  BSL-1  |   match  
Gluconobacter cerinus                    |  BSL-1  |  BSL-1  |   match  
Gluconobacter frateurii                  |  BSL-1  |  BSL-1  |   match  
Gluconobacter japonicus                  |  BSL-1  |  BSL-1  |   match  
Gluconobacter kondonii                   |  BSL-1  |  BSL-1  |   match  
Gluconobacter oxydans                    |  BSL-1  |  BSL-1  |   match  
Gluconobacter potus                      |  BSL-1  |  BSL-1  |   match  
Gluconobacter vitians                    |  BSL-1  |  BSL-1  |   match  
Goodfellowiella coeruleoviolacea         |  BSL-1  |  BSL-1  |   match  
Gordonia aichiensis                      |  BSL-2  |  BSL-1  | mismatch 
Gordonia amarae                          |  BSL-1  |  BSL-1  |   match  
Gordonia amicalis                        |  BSL-1  |  BSL-1  |   match  
Gordonia asplenii                        |  BSL-1  |  BSL-1  |   match  
Gordonia cholesterolivorans              |  BSL-1  |  BSL-1  |   match  
Gordonia crocea                          |  BSL-1  |  BSL-1  |   match  
Gordonia defluvii                        |  BSL-1  |  BSL-1  |   match  
Gordonia desulfuricans                   |  BSL-1  |  BSL-1  |   match  
Gordonia didemni                         |  BSL-1  |  BSL-1  |   match  
Gordonia effusa                          |  BSL-1  |  BSL-1  |   match  
Gordonia hankookensis                    |  BSL-1  |  BSL-1  |   match  
Gordonia hongkongensis                   |  BSL-1  |  BSL-2  | mismatch 
Gordonia humi                            |  BSL-1  |  BSL-1  |   match  
Gordonia hydrophobica                    |  BSL-1  |  BSL-1  |   match  
Gordonia insulae                         |  BSL-1  |  BSL-1  |   match  
Gordonia jinghuaiqii                     |  BSL-1  |  BSL-1  |   match  
Gordonia lacunae                         |  BSL-1  |  BSL-1  |   match  
Gordonia liuliyuniae                     |  BSL-1  |  BSL-1  |   match  
Gordonia malaquae                        |  BSL-1  |  BSL-1  |   match  
Gordonia oryzae                          |  BSL-1  |  BSL-1  |   match  
Gordonia phthalatica                     |  BSL-1  |  BSL-1  |   match  
Gordonia pseudamarae                     |  BSL-1  |  BSL-1  |   match  
Gordonia rubripertincta                  |  BSL-1  |  BSL-1  |   match  
Gordonia sediminis                       |  BSL-1  |  BSL-1  |   match  
Gordonia sihwensis                       |  BSL-1  |  BSL-1  |   match  
Gordonia soli                            |  BSL-1  |  BSL-1  |   match  
Gordonia spumicola                       |  BSL-1  |  BSL-1  |   match  
Gordonia sputi                           |  BSL-2  |  BSL-2  |   match  
Gordonia terrae                          |  BSL-2  |  BSL-1  | mismatch 
Gordonia westfalica                      |  BSL-1  |  BSL-1  |   match  
Gordonia zhaorongruii                    |  BSL-1  |  BSL-1  |   match  
Gordonia zhenghanii                      |  BSL-1  |  BSL-1  |   match  
Gracilinema caldarium                    |  BSL-1  |  BSL-1  |   match  
Granulicatella balaenopterae             |  BSL-1  |  BSL-2  | mismatch 
Guggenheimella bovis                     |  BSL-2  |  BSL-2  |   match  
Gulosibacter bifidus                     |  BSL-1  |  BSL-1  |   match  
Gulosibacter faecalis                    |  BSL-1  |  BSL-1  |   match  
Gulosibacter hominis                     |  BSL-1  |  BSL-1  |   match  
Gulosibacter macacae                     |  BSL-1  |  BSL-1  |   match  
Gulosibacter massiliensis                |  BSL-1  |  BSL-1  |   match  
Haemophilus influenzae                   |  BSL-2  |  BSL-2  |   match  
Haemophilus paracuniculus                |  BSL-2  |  BSL-2  |   match  
Halalkalibacterium halodurans            |  BSL-1  |  BSL-1  |   match  
Haloarcula amylolytica                   |  BSL-1  |  BSL-1  |   match  
Haloarcula japonica                      |  BSL-1  |  BSL-1  |   match  
Halobacterium salinarum                  |  BSL-1  |  BSL-1  |   match  
Halobellus rarus                         |  BSL-1  |  BSL-1  |   match  
Halobiforma haloterrestris               |  BSL-1  |  BSL-1  |   match  
Halobiforma lacisalsi                    |  BSL-1  |  BSL-1  |   match  
Halobiforma nitratireducens              |  BSL-1  |  BSL-1  |   match  
Halochromatium glycolicum                |  BSL-1  |  BSL-1  |   match  
Halochromatium roseum                    |  BSL-1  |  BSL-1  |   match  
Halococcus dombrowskii                   |  BSL-1  |  BSL-1  |   match  
Halococcus qingdaonensis                 |  BSL-1  |  BSL-1  |   match  
Halococcus sediminicola                  |  BSL-1  |  BSL-1  |   match  
Halococcus thailandensis                 |  BSL-1  |  BSL-1  |   match  
Haloferax alexandrinus                   |  BSL-1  |  BSL-1  |   match  
Haloferax chudinovii                     |  BSL-1  |  BSL-1  |   match  
Haloferax gibbonsii                      |  BSL-1  |  BSL-1  |   match  
Haloferax larsenii                       |  BSL-1  |  BSL-1  |   match  
Haloferax lucentense                     |  BSL-1  |  BSL-1  |   match  
Haloferax namakaokahaiae                 |  BSL-1  |  BSL-1  |   match  
Haloferax prahovense                     |  BSL-1  |  BSL-1  |   match  
Haloferax volcanii                       |  BSL-1  |  BSL-1  |   match  
Halogeometricum limi                     |  BSL-1  |  BSL-1  |   match  
Halomonas elongata                       |  BSL-1  |  BSL-1  |   match  
Haloparvum sedimenti                     |  BSL-1  |  BSL-1  |   match  
Halopelagius fulvigenes                  |  BSL-1  |  BSL-1  |   match  
Halopelagius inordinatus                 |  BSL-1  |  BSL-1  |   match  
Halopelagius longus                      |  BSL-1  |  BSL-1  |   match  
Halorubrum aethiopicum                   |  BSL-1  |  BSL-1  |   match  
Halorubrum amylolyticum                  |  BSL-1  |  BSL-1  |   match  
Halorubrum aquaticum                     |  BSL-1  |  BSL-1  |   match  
Halorubrum californiense                 |  BSL-1  |  BSL-1  |   match  
Halorubrum coriense                      |  BSL-1  |  BSL-1  |   match  
Halorubrum ejinorense                    |  BSL-1  |  BSL-1  |   match  
Halorubrum ezzemoulense                  |  BSL-1  |  BSL-1  |   match  
Halorubrum halodurans                    |  BSL-1  |  BSL-1  |   match  
Halorubrum halophilum                    |  BSL-1  |  BSL-1  |   match  
Halorubrum lipolyticum                   |  BSL-1  |  BSL-1  |   match  
Halorubrum luteum                        |  BSL-1  |  BSL-1  |   match  
Halorubrum pallidum                      |  BSL-1  |  BSL-1  |   match  
Halorubrum persicum                      |  BSL-1  |  BSL-1  |   match  
Halorubrum saccharovorum                 |  BSL-1  |  BSL-1  |   match  
Halorubrum salsamenti                    |  BSL-1  |  BSL-1  |   match  
Halorubrum sodomense                     |  BSL-1  |  BSL-1  |   match  
Halorubrum tebenquichense                |  BSL-1  |  BSL-1  |   match  
Halorubrum trapanicum                    |  BSL-1  |  BSL-1  |   match  
Halorubrum trueperi                      |  BSL-1  |  BSL-1  |   match  
Haloterrigena salifodinae                |  BSL-1  |  BSL-1  |   match  
Haloterrigena salina                     |  BSL-1  |  BSL-1  |   match  
Halpernia frigidisoli                    |  BSL-1  |  BSL-1  |   match  
Hamadaea flava                           |  BSL-1  |  BSL-1  |   match  
Helicobacter acinonychis                 |  BSL-2  |  BSL-2  |   match  
Helicobacter ailurogastricus             |  BSL-2  |    -    |  missing 
Helicobacter anatolicus                  |  BSL-2  |  BSL-2  |   match  
Helicobacter anseris                     |  BSL-2  |  BSL-2  |   match  
Helicobacter baculiformis                |  BSL-2  |  BSL-2  |   match  
Helicobacter bilis                       |  BSL-2  |  BSL-2  |   match  
Helicobacter canadensis                  |  BSL-2  |  BSL-2  |   match  
Helicobacter canis                       |  BSL-2  |  BSL-2  |   match  
Helicobacter cholecystus                 |  BSL-2  |  BSL-2  |   match  
Helicobacter colisuis                    |  BSL-2  |  BSL-2  |   match  
Helicobacter cynogastricus               |  BSL-2  |  BSL-2  |   match  
Helicobacter enhydrae                    |  BSL-2  |  BSL-2  |   match  
Helicobacter equorum                     |  BSL-2  |  BSL-2  |   match  
Helicobacter fennelliae                  |  BSL-2  |  BSL-2  |   match  
Helicobacter heilmannii                  |  BSL-2  |  BSL-2  |   match  
Helicobacter hepaticus                   |  BSL-2  |  BSL-2  |   match  
Helicobacter himalayensis                |  BSL-2  |  BSL-2  |   match  
Helicobacter japonicus                   |  BSL-1  |  BSL-2  | mismatch 
Helicobacter kumamotonensis              |  BSL-2  |  BSL-2  |   match  
Helicobacter labacensis                  |  BSL-2  |  BSL-2  |   match  
Helicobacter mehlei                      |  BSL-2  |  BSL-2  |   match  
Helicobacter mustelae                    |  BSL-2  |  BSL-2  |   match  
Helicobacter pylori                      |  BSL-2  |  BSL-2  |   match  
