binomial_name,Anthropic claude-sonnet-4,Google gemini-2.5-flash-lite,OpenAI gpt-4o,DeepSeek deepseek-chat-v3-0324,OpenAI gpt-oss-20b,OpenAI gpt-oss-120b,xAI grok-3-mini,OpenAI gpt-4.1-nano,OpenAI gpt-5,OpenAI gpt-4,OpenAI gpt-5-nano
holdemania filiformis,limited,limited,limited,limited,limited,limited,moderate,limited,limited,limited,limited
huaxiibacter chinensis,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,limited
humibacter antri,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA
humibacter aquilariae,limited,NA,limited,limited,limited,limited,limited,NA,limited,limited,limited
humibacter soli,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,limited
hydrogenovibrio crunogenus,limited,limited,moderate,moderate,limited,moderate,limited,moderate,moderate,limited,NA
ideonella alba,limited,limited,limited,limited,,NA,NA,limited,NA,NA,NA
ideonella aquatica,limited,limited,limited,limited,limited,limited,NA,NA,NA,limited,NA
ideonella azotifigens,limited,limited,limited,limited,limited,limited,limited,moderate,limited,limited,limited
ideonella benzenivorans,limited,moderate,limited,limited,moderate,limited,moderate,moderate,limited,limited,NA
ideonella dechloratans,limited,limited,moderate,moderate,,limited,limited,moderate,moderate,moderate,NA
ideonella sakaiensis,moderate,extensive,moderate,moderate,moderate,extensive,moderate,extensive,extensive,moderate,moderate
imhoffiella bheemlica,limited,limited,limited,NA,NA,limited,limited,NA,limited,limited,NA
imhoffiella purpurea,limited,limited,limited,NA,NA,limited,limited,NA,limited,NA,NA
isoptericola cucumis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
isoptericola dokdonensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
isoptericola halalbus,limited,limited,limited,limited,NA,NA,NA,limited,NA,limited,NA
isoptericola hypogeus,limited,limited,limited,NA,limited,limited,limited,limited,limited,limited,limited
isoptericola jiangsuensis,limited,limited,limited,limited,limited,limited,limited,moderate,limited,limited,limited
isoptericola nanjingensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
isoptericola variabilis,limited,moderate,limited,moderate,limited,moderate,moderate,moderate,limited,limited,limited
janibacter melonis,limited,limited,limited,limited,limited,limited,moderate,limited,moderate,limited,limited
janthinobacterium lividum,moderate,extensive,moderate,moderate,extensive,extensive,moderate,extensive,extensive,moderate,moderate
janthinobacterium rivuli,limited,limited,limited,moderate,limited,limited,limited,moderate,limited,limited,limited
janthinobacterium violaceinigrum,limited,limited,limited,moderate,NA,limited,NA,moderate,NA,NA,NA
jeotgalibaca arthritidis,limited,limited,limited,limited,limited,limited,NA,NA,limited,NA,limited
jeotgalibaca porci,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA,limited
kaistella antarctica,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA
kaistella anthropi,limited,limited,limited,limited,limited,NA,NA,moderate,NA,NA,NA
kaistella chaponensis,limited,limited,limited,limited,limited,NA,limited,NA,NA,limited,limited
kaistella haifensis,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,limited
kaistella jeonii,limited,limited,limited,moderate,limited,limited,moderate,NA,limited,NA,limited
kaistella montana,limited,limited,limited,limited,limited,limited,limited,NA,NA,limited,NA
kaistella solincola,limited,limited,limited,limited,limited,NA,limited,limited,limited,limited,NA
kaistella treverensis,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,NA
kaistia adipata,limited,limited,limited,moderate,limited,limited,limited,moderate,limited,NA,NA
kaistia algarum,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA
kaistia dalseonensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
kaistia defluvii,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
kaistia geumhonensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
kaistia granuli,limited,limited,limited,moderate,limited,limited,limited,moderate,limited,NA,limited
kaistia nematophila,limited,limited,limited,moderate,limited,limited,limited,NA,NA,limited,NA
kaistia terrae,limited,limited,limited,moderate,limited,limited,limited,limited,limited,NA,limited
kineococcus xinjiangensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA,limited
kingella negevensis,limited,limited,limited,moderate,limited,limited,limited,moderate,limited,limited,limited
kitasatospora albolonga,limited,limited,limited,moderate,limited,limited,moderate,moderate,moderate,NA,NA
kitasatospora cinereorecta,limited,limited,limited,limited,limited,NA,limited,moderate,limited,NA,limited
kitasatospora misakiensis,limited,limited,limited,limited,limited,moderate,limited,moderate,moderate,limited,limited
kitasatospora setae,limited,limited,moderate,moderate,moderate,limited,moderate,moderate,moderate,moderate,limited
klebsiella africana,limited,moderate,limited,limited,limited,limited,limited,moderate,moderate,limited,limited
klebsiella granulomatis,moderate,moderate,moderate,moderate,moderate,moderate,limited,extensive,limited,limited,limited
klebsiella grimontii,limited,moderate,moderate,moderate,limited,moderate,moderate,extensive,moderate,NA,moderate
klebsiella huaxiensis,limited,moderate,limited,limited,limited,limited,limited,moderate,limited,limited,limited
klebsiella michiganensis,moderate,moderate,moderate,moderate,moderate,extensive,moderate,extensive,extensive,moderate,moderate
klebsiella oxytoca,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive
klebsiella pasteurii,limited,moderate,NA,moderate,moderate,NA,NA,NA,NA,NA,NA
klebsiella pneumoniae,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive
klebsiella spallanzanii,moderate,limited,limited,limited,NA,limited,moderate,NA,limited,limited,NA
klebsiella variicola,moderate,extensive,extensive,moderate,extensive,extensive,extensive,extensive,extensive,moderate,extensive
klugiella xanthotipulae,limited,limited,limited,limited,limited,NA,NA,NA,limited,NA,NA
kluyvera cryocrescens,limited,limited,moderate,moderate,moderate,moderate,moderate,extensive,moderate,limited,limited
kluyvera intermedia,moderate,extensive,limited,moderate,moderate,moderate,moderate,moderate,moderate,limited,limited
knoellia locipacati,limited,limited,limited,limited,limited,NA,limited,NA,limited,limited,NA
knoellia sinensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
kocuria aegyptia,limited,limited,limited,limited,limited,limited,limited,moderate,limited,limited,limited
kocuria arsenatis,limited,limited,limited,limited,limited,limited,limited,limited,NA,limited,NA
kocuria atrinae,limited,limited,limited,limited,limited,NA,limited,moderate,limited,limited,limited
kocuria carniphila,limited,limited,limited,limited,limited,limited,moderate,limited,limited,NA,limited
kocuria flava,limited,moderate,limited,moderate,limited,limited,moderate,moderate,limited,NA,NA
kocuria gwangalliensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA
kocuria himachalensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
kocuria marina,limited,moderate,moderate,moderate,limited,limited,moderate,extensive,moderate,NA,moderate
kocuria oceani,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,NA,limited
kocuria polaris,limited,limited,limited,moderate,limited,limited,moderate,moderate,limited,limited,limited
kocuria rhizophila,moderate,moderate,moderate,moderate,moderate,extensive,moderate,extensive,extensive,moderate,moderate
kocuria rosea,moderate,extensive,moderate,moderate,moderate,moderate,moderate,extensive,moderate,moderate,moderate
kocuria salina,limited,moderate,limited,limited,limited,limited,moderate,moderate,limited,NA,NA
kocuria salsicia,limited,NA,limited,limited,limited,limited,NA,limited,limited,NA,NA
kocuria turfanensis,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,limited
kocuria tytonis,limited,limited,limited,limited,,limited,limited,limited,limited,limited,NA
kocuria uropygialis,limited,limited,limited,limited,limited,limited,limited,moderate,limited,NA,limited
kocuria uropygioeca,limited,limited,limited,limited,limited,limited,limited,NA,NA,limited,NA
kocuria varians,moderate,extensive,moderate,moderate,moderate,moderate,moderate,extensive,moderate,moderate,limited
komagataeibacter diospyri,limited,limited,limited,limited,limited,limited,limited,moderate,limited,NA,limited
komagataeibacter intermedius,moderate,extensive,moderate,moderate,limited,limited,moderate,moderate,limited,NA,NA
komagataeibacter melaceti,limited,limited,limited,limited,,limited,NA,limited,limited,NA,NA
komagataeibacter melomenusus,limited,limited,limited,limited,NA,NA,NA,limited,NA,NA,NA
komagataeibacter nataicola,limited,extensive,moderate,moderate,moderate,moderate,moderate,extensive,moderate,NA,extensive
komagataeibacter oboediens,limited,moderate,moderate,moderate,limited,limited,moderate,moderate,moderate,NA,NA
komagataeibacter rhaeticus,limited,moderate,moderate,moderate,extensive,moderate,moderate,extensive,extensive,limited,extensive
komagataeibacter saccharivorans,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate
komagataeibacter swingsii,limited,limited,moderate,moderate,NA,limited,moderate,NA,limited,NA,NA
komagataeibacter xylinus,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,moderate,extensive
kosakonia arachidis,limited,moderate,limited,limited,limited,limited,moderate,moderate,limited,limited,moderate
kosakonia cowanii,limited,moderate,moderate,moderate,moderate,moderate,moderate,extensive,moderate,limited,limited
kosakonia oryzae,moderate,extensive,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate
kosakonia oryziphila,limited,moderate,limited,moderate,NA,moderate,moderate,moderate,limited,moderate,moderate
kribbella alba,limited,limited,limited,moderate,,limited,limited,moderate,limited,NA,limited
kribbella albertanoniae,limited,limited,limited,limited,limited,limited,limited,limited,NA,NA,NA
kribbella antibiotica,limited,limited,limited,limited,limited,limited,moderate,limited,limited,NA,NA
kribbella capetownensis,limited,limited,limited,limited,NA,limited,moderate,limited,limited,NA,limited
kribbella endophytica,limited,limited,limited,limited,limited,limited,moderate,limited,limited,NA,limited
kribbella flavida,limited,limited,limited,moderate,limited,moderate,moderate,moderate,limited,NA,limited
kribbella ginsengisoli,limited,limited,limited,moderate,limited,limited,limited,limited,limited,limited,limited
kribbella italica,limited,limited,limited,limited,limited,limited,moderate,limited,limited,NA,limited
kribbella lupini,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA,limited
kribbella monticola,limited,limited,limited,limited,limited,limited,limited,moderate,limited,limited,limited
kribbella pittospori,limited,limited,limited,limited,limited,limited,limited,NA,limited,NA,NA
kribbella qitaiheensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
kribbella sancticallisti,limited,limited,limited,limited,limited,NA,limited,NA,limited,limited,NA
kribbella sandramycini,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,NA
kribbella swartbergensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA,limited
kribbella yunnanensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
kurthia gibsonii,limited,limited,limited,limited,limited,moderate,limited,moderate,limited,NA,limited
kurthia massiliensis,limited,NA,limited,limited,limited,limited,limited,limited,limited,limited,limited
kurthia populi,limited,limited,limited,limited,limited,NA,limited,NA,limited,NA,NA
kutzneria albida,limited,limited,limited,limited,limited,moderate,limited,moderate,moderate,NA,limited
kutzneria buriramensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
kutzneria chonburiensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA,limited
kutzneria kofuensis,limited,limited,limited,limited,limited,moderate,limited,limited,limited,NA,NA
kutzneria viridogrisea,limited,limited,limited,moderate,limited,limited,moderate,moderate,moderate,NA,limited
kytococcus sedentarius,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,limited
labedaea rhizosphaerae,limited,limited,limited,limited,limited,limited,NA,NA,limited,NA,limited
lachnobacterium bovis,limited,limited,limited,limited,limited,limited,moderate,limited,limited,NA,limited
lachnoclostridium phytofermentans,limited,limited,moderate,moderate,moderate,moderate,moderate,extensive,moderate,limited,moderate
lachnospira eligens,moderate,limited,moderate,moderate,limited,moderate,moderate,extensive,moderate,limited,moderate
