binomial_name	species_level	trait_motility	trait_gram_staining	trait_aerophilicity	trait_extreme_environment_tolerance	trait_biofilm_formation	trait_animal_pathogenicity	trait_biosafety_level	trait_health_association	trait_host_association	trait_plant_pathogenicity	trait_spore_formation	trait_cell_shape	agg_tier	agg_mean	agg_n_ordinal	agg_na_frac	agg_max	agg_min	agg_mode
Clostridium carboxidivorans	moderate	NA	moderate	moderate	limited	limited	NA	limited	limited	limited	NA	limited	moderate	limited	0.3333	9	0.2500	moderate	limited	limited
Corynebacterium renale	extensive	limited	moderate	moderate	moderate	limited	moderate	moderate	moderate	moderate	limited	limited	moderate	moderate	0.6667	12	0.0000	moderate	limited	moderate
Streptomyces violaceoruber	extensive	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.4167	12	0.0000	moderate	limited	limited
Parabacteroides merdae	extensive	limited	moderate	moderate	limited	limited	limited	limited	moderate	moderate	limited	limited	moderate	limited	0.4167	12	0.0000	moderate	limited	limited
Knoellia sinensis	limited	limited	limited	NA	limited	limited	NA	limited	limited	NA	NA	NA	limited	limited	0.0000	7	0.4167	limited	limited	limited
Clostridium haemolyticum	extensive	moderate	moderate	moderate	moderate	limited	moderate	moderate	limited	moderate	limited	moderate	moderate	moderate	0.7500	12	0.0000	moderate	limited	moderate
Pseudomonas simiae	moderate	NA	NA	NA	limited	NA	NA	limited	limited	NA	limited	limited	limited	limited	0.0000	6	0.5000	limited	limited	limited
Neisseria flavescens	extensive	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	NA	NA	moderate	limited	0.3000	10	0.1667	moderate	limited	limited
Corynebacterium tuberculostearicum	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.1667	12	0.0000	moderate	limited	limited
Aeromonas media	moderate	moderate	moderate	moderate	moderate	limited	limited	limited	limited	moderate	limited	NA	moderate	moderate	0.5455	11	0.0833	moderate	limited	moderate
Serratia symbiotica	extensive	limited	moderate	moderate	moderate	limited	limited	limited	limited	moderate	limited	limited	moderate	limited	0.4167	12	0.0000	moderate	limited	limited
[Mycoplasma] mobile	extensive	extensive	limited	moderate	moderate	limited	limited	limited	limited	moderate	limited	limited	moderate	moderate	0.5000	12	0.0000	extensive	limited	limited
Rhodococcus pyridinivorans	extensive	limited	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.3333	12	0.0000	moderate	limited	limited
Enterococcus raffinosus	extensive	limited	moderate	limited	limited	limited	limited	limited	limited	limited	NA	limited	moderate	limited	0.1818	11	0.0833	moderate	limited	limited
Fusobacterium mortiferum	extensive	moderate	moderate	moderate	limited	moderate	limited	moderate	limited	moderate	limited	limited	moderate	moderate	0.5833	12	0.0000	moderate	limited	moderate
Kocuria varians	extensive	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.2500	12	0.0000	moderate	limited	limited
Rickettsia aeschlimannii	extensive	limited	limited	moderate	moderate	limited	moderate	moderate	limited	moderate	limited	NA	moderate	moderate	0.5455	11	0.0833	moderate	limited	moderate
Bacillus smithii	extensive	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	moderate	moderate	moderate	0.5000	12	0.0000	moderate	limited	moderate
Gordonia terrae	extensive	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.2500	12	0.0000	moderate	limited	limited
Corynebacterium kutscheri	moderate	limited	moderate	limited	moderate	limited	moderate	limited	limited	limited	NA	limited	moderate	limited	0.3636	11	0.0833	moderate	limited	limited
Aliivibrio salmonicida	extensive	moderate	moderate	moderate	moderate	moderate	moderate	moderate	limited	moderate	limited	NA	moderate	moderate	0.8182	11	0.0833	moderate	limited	moderate
Xanthomonas hortorum	extensive	moderate	moderate	moderate	moderate	moderate	limited	moderate	limited	moderate	extensive	limited	moderate	moderate	0.8333	12	0.0000	extensive	limited	moderate
Clostridium drakei	moderate	NA	moderate	limited	limited	limited	NA	limited	limited	NA	NA	limited	limited	limited	0.1250	8	0.3333	moderate	limited	limited
Myxococcus fulvus	extensive	moderate	moderate	moderate	limited	moderate	limited	limited	limited	limited	limited	moderate	moderate	moderate	0.5000	12	0.0000	moderate	limited	moderate
Pseudomonas synxantha	extensive	moderate	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	NA	moderate	moderate	0.5455	11	0.0833	moderate	limited	moderate
Microbacterium oxydans	extensive	limited	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.3333	12	0.0000	moderate	limited	limited
Streptomyces violaceusniger	extensive	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.2500	12	0.0000	moderate	limited	limited
Staphylococcus gallinarum	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	NA	NA	limited	moderate	limited	0.2000	10	0.1667	moderate	limited	limited
Microbacterium paraoxydans	moderate	limited	moderate	NA	limited	limited	limited	limited	limited	NA	limited	limited	limited	limited	0.1000	10	0.1667	moderate	limited	limited
Serratia entomophila	moderate	moderate	moderate	moderate	moderate	moderate	limited	limited	limited	moderate	limited	limited	moderate	moderate	0.5833	12	0.0000	moderate	limited	moderate
Mycoplasmoides gallisepticum	extensive	limited	limited	moderate	moderate	moderate	extensive	moderate	moderate	extensive	NA	NA	limited	moderate	0.9000	10	0.1667	extensive	limited	moderate
Streptomyces griseoflavus	extensive	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.2500	12	0.0000	moderate	limited	limited
Prevotella histicola	moderate	limited	moderate	moderate	limited	limited	limited	limited	moderate	moderate	limited	NA	moderate	limited	0.4545	11	0.0833	moderate	limited	limited
Rickettsia monacensis	extensive	limited	moderate	moderate	moderate	limited	limited	moderate	limited	moderate	NA	limited	moderate	moderate	0.5455	11	0.0833	moderate	limited	moderate
Citrobacter youngae	extensive	NA	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.2727	11	0.0833	moderate	limited	limited
Vibrio metschnikovii	extensive	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	NA	moderate	limited	0.4545	11	0.0833	moderate	limited	limited
Bordetella petrii	extensive	moderate	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	NA	moderate	moderate	0.5455	11	0.0833	moderate	limited	moderate
Paenibacillus dendritiformis	extensive	extensive	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	moderate	extensive	moderate	0.7500	12	0.0000	extensive	limited	moderate
Pseudomonas mandelii	moderate	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.4167	12	0.0000	moderate	limited	limited
Kluyvera cryocrescens	extensive	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.3333	12	0.0000	moderate	limited	limited
Streptomyces chromofuscus	moderate	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.2500	12	0.0000	moderate	limited	limited
Alistipes finegoldii	extensive	limited	moderate	moderate	limited	limited	limited	limited	moderate	limited	NA	NA	moderate	limited	0.4000	10	0.1667	moderate	limited	limited
Corynebacterium accolens	extensive	limited	moderate	moderate	moderate	moderate	limited	moderate	moderate	moderate	limited	limited	moderate	moderate	0.6667	12	0.0000	moderate	limited	moderate
Streptomyces diastatochromogenes	extensive	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.2500	12	0.0000	moderate	limited	limited
Frateuria aurantia	moderate	moderate	moderate	moderate	limited	limited	NA	limited	limited	limited	limited	limited	limited	limited	0.2727	11	0.0833	moderate	limited	limited
Brevibacillus agri	moderate	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	NA	moderate	moderate	limited	0.3636	11	0.0833	moderate	limited	limited
Aeromonas jandaei	moderate	moderate	moderate	moderate	moderate	moderate	moderate	limited	limited	moderate	limited	limited	moderate	moderate	0.6667	12	0.0000	moderate	limited	moderate
Acidiphilium cryptum	moderate	moderate	moderate	moderate	moderate	limited	NA	limited	limited	limited	limited	limited	moderate	limited	0.4545	11	0.0833	moderate	limited	limited
Corynebacterium kroppenstedtii	moderate	limited	moderate	moderate	moderate	limited	limited	limited	moderate	limited	NA	limited	moderate	limited	0.4545	11	0.0833	moderate	limited	limited
Serratia ficaria	NA	NA	NA	NA	limited	limited	NA	limited	limited	NA	limited	NA	NA	limited	0.0000	5	0.5833	limited	limited	limited
Bacteroides cellulosilyticus	extensive	limited	moderate	moderate	limited	limited	limited	limited	moderate	moderate	limited	NA	moderate	limited	0.4545	11	0.0833	moderate	limited	limited
Eubacterium ventriosum	moderate	limited	moderate	moderate	limited	limited	limited	limited	moderate	limited	limited	limited	limited	limited	0.2500	12	0.0000	moderate	limited	limited
Kytococcus sedentarius	moderate	limited	moderate	moderate	moderate	limited	limited	limited	limited	limited	NA	limited	moderate	limited	0.3636	11	0.0833	moderate	limited	limited
Pseudomonas fuscovaginae	extensive	moderate	moderate	moderate	moderate	limited	limited	limited	limited	moderate	moderate	limited	moderate	moderate	0.5833	12	0.0000	moderate	limited	moderate
Vibrio proteolyticus	extensive	moderate	moderate	moderate	moderate	limited	limited	limited	limited	NA	NA	NA	moderate	moderate	0.5556	9	0.2500	moderate	limited	moderate
Streptomyces viridosporus	extensive	limited	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.3333	12	0.0000	moderate	limited	limited
Campylobacter showae	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.3333	12	0.0000	moderate	limited	limited
Streptococcus infantis	moderate	limited	limited	limited	limited	limited	NA	limited	limited	NA	NA	NA	limited	limited	0.0000	8	0.3333	limited	limited	limited
Streptomyces anulatus	extensive	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.2500	12	0.0000	moderate	limited	limited
Pseudomonas mosselii	extensive	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.4167	12	0.0000	moderate	limited	limited
Xanthomonas vasicola	extensive	moderate	moderate	moderate	limited	moderate	limited	moderate	limited	moderate	extensive	limited	moderate	moderate	0.7500	12	0.0000	extensive	limited	moderate
Moritella viscosa	extensive	moderate	moderate	moderate	moderate	limited	moderate	limited	limited	moderate	NA	NA	moderate	moderate	0.7000	10	0.1667	moderate	limited	moderate
Staphylococcus argenteus	extensive	limited	moderate	moderate	moderate	moderate	moderate	moderate	moderate	moderate	limited	limited	moderate	moderate	0.7500	12	0.0000	moderate	limited	moderate
Rhodococcus qingshengii	extensive	limited	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	NA	moderate	limited	0.3636	11	0.0833	moderate	limited	limited
Vibrio tapetis	moderate	moderate	moderate	moderate	moderate	moderate	moderate	limited	limited	moderate	NA	NA	moderate	moderate	0.8000	10	0.1667	moderate	limited	moderate
Methanothermus fervidus	extensive	limited	limited	limited	extensive	limited	NA	limited	limited	limited	limited	limited	extensive	limited	0.3636	11	0.0833	extensive	limited	limited
Pseudoalteromonas atlantica	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	NA	moderate	limited	0.2727	11	0.0833	moderate	limited	limited
Actinoplanes missouriensis	extensive	limited	moderate	limited	limited	limited	limited	limited	limited	NA	limited	limited	moderate	limited	0.1818	11	0.0833	moderate	limited	limited
Streptococcus macedonicus	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	NA	limited	limited	moderate	limited	0.1818	11	0.0833	moderate	limited	limited
Pantoea vagans	moderate	moderate	moderate	moderate	limited	moderate	limited	limited	limited	moderate	limited	limited	moderate	moderate	0.5000	12	0.0000	moderate	limited	moderate
Streptomyces chartreusis	extensive	limited	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.2500	12	0.0000	moderate	limited	limited
Pseudomonas rhodesiae	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	NA	limited	limited	moderate	limited	0.3636	11	0.0833	moderate	limited	limited
Bibersteinia trehalosi	extensive	moderate	moderate	moderate	moderate	limited	moderate	limited	limited	moderate	limited	limited	moderate	moderate	0.5833	12	0.0000	moderate	limited	moderate
Burkholderia dolosa	extensive	moderate	moderate	moderate	moderate	moderate	limited	moderate	limited	limited	limited	limited	moderate	moderate	0.5833	12	0.0000	moderate	limited	moderate
Pseudoalteromonas tunicata	extensive	moderate	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	limited	moderate	moderate	0.5000	12	0.0000	moderate	limited	moderate
Xylophilus ampelinus	extensive	moderate	moderate	moderate	moderate	limited	limited	moderate	limited	moderate	extensive	limited	limited	moderate	0.6667	12	0.0000	extensive	limited	moderate
Micrococcus yunnanensis	moderate	limited	NA	limited	limited	limited	limited	limited	NA	NA	limited	limited	moderate	limited	0.1111	9	0.2500	moderate	limited	limited
Pseudomonas alcaliphila	moderate	limited	limited	NA	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.0909	11	0.0833	moderate	limited	limited
Lelliottia amnigena	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.1667	12	0.0000	moderate	limited	limited
Photorhabdus temperata	extensive	moderate	moderate	moderate	moderate	moderate	limited	limited	limited	moderate	limited	limited	moderate	moderate	0.5833	12	0.0000	moderate	limited	moderate
Brevibacillus parabrevis	moderate	limited	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.2500	12	0.0000	moderate	limited	limited
Aeromonas dhakensis	extensive	moderate	moderate	moderate	moderate	moderate	moderate	moderate	moderate	moderate	limited	limited	moderate	moderate	0.8333	12	0.0000	moderate	limited	moderate
Paraburkholderia phytofirmans	extensive	moderate	moderate	moderate	moderate	moderate	limited	moderate	moderate	moderate	limited	limited	moderate	moderate	0.7500	12	0.0000	moderate	limited	moderate
Streptomyces collinus	moderate	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.2500	12	0.0000	moderate	limited	limited
Dorea longicatena	moderate	NA	moderate	moderate	limited	limited	limited	limited	moderate	limited	NA	limited	moderate	limited	0.4000	10	0.1667	moderate	limited	limited
